Book-Id,ISBN,Book-Title,Book-Author,Publisher,Year-Of-Publication,categories,description,Image-URL-S,Image-URL-M,Image-URL-L
1879,0440506816,Your Eight Year Old: Lively and Outgoing,Louise Bates Ames,Dell Publishing Company,1990,Family & Relationships,"The eight-year-old child is an exuberant, outgoing bundle of energy; he meets every challenge head-on, willing to try almost anything. Sometimes parents are amazed at the enthusiasm and excitement with which their child greets the world. However, eight is also a time when the child begins to do a great deal of analyzing and evaluating, finding fault in himself and others--especially Mohter. How do parents help an eight-year-old through this up-and-down age? What should parents expect in their relationships with the child and how can life in the family be made easier? What will the child's relationship with friends and siblings be like? In the successful tradition of the Gesell institute series,Your Eight-Year-Oldis a well-researched, highly accessible guide.",http://images.amazon.com/images/P/0440506816.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440506816.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440506816.01.LZZZZZZZ.jpg
1880,0345418689,Reunion,Alan Dean Foster,Del Rey Books,2002,Fiction,"Flinx and his companion Pip venture into a top-secret security installation on Earth to find information about the Meliorare Society, a sect of renegade eugenicists notorious for their experiments on humans, including Flinx himself.",http://images.amazon.com/images/P/0345418689.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345418689.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345418689.01.LZZZZZZZ.jpg
1881,0898704529,Christianity for Modern Pagans: Pascal's Pensees,Peter Kreeft,Ignatius Press,1993,Religion,"Peter Kreeft believes that Baise Pascal is the first post-medieval apologist. No writer in history, claims Kreeft, is a more effective Christian apologist and evangelist to today's uprooted, confused, secularized pagans (inside and outside the Church) than Pascal. He was a brilliant man--a great scientist who did major work in physics and mathematics, as well as an inventor--whom Kreeft thinks was three centuries ahead of his time. His apologetics found in his Pensees are ideal for the modern, sophisticated skeptic.",http://images.amazon.com/images/P/0898704529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0898704529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0898704529.01.LZZZZZZZ.jpg
1882,0787960756,The Five Dysfunctions of a Team: A Leadership Fable,Patrick M.  Lencioni,Jossey-Bass,2002,Business & Economics,"In The Five Dysfunctions of a Team Patrick Lencioni once again offers a leadership fable that is as enthralling and instructive as his first two best-selling books, The Five Temptations of a CEO and The Four Obsessions of an Extraordinary Executive. This time, he turns his keen intellect and storytelling power to the fascinating, complex world of teams. Kathryn Petersen, Decision Tech's CEO, faces the ultimate leadership crisis: Uniting a team in such disarray that it threatens to bring down the entire company. Will she succeed? Will she be fired? Will the company fail? Lencioni's utterly gripping tale serves as a timeless reminder that leadership requires as much courage as it does insight. Throughout the story, Lencioni reveals the five dysfunctions which go to the very heart of why teams even the best ones-often struggle. He outlines a powerful model and actionable steps that can be used to overcome these common hurdles and build a cohesive, effective team. Just as with his other books, Lencioni has written a compelling fable with a powerful yet deceptively simple message for all those who strive to be exceptional team leaders.",http://images.amazon.com/images/P/0787960756.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0787960756.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0787960756.01.LZZZZZZZ.jpg
1883,0618127364,Colter: The True Story of the Best Dog I Ever Had,Rick Bass,Mariner Books,2001,Biography & Autobiography,"The author shares his memories of his favorite dog, Colter, and the diverse ways in which he transformed the author's life, in a look at the dynamic relationship between humans and dogs.",http://images.amazon.com/images/P/0618127364.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0618127364.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0618127364.01.LZZZZZZZ.jpg
1884,0451207149,Pillars of the Earth,Ken Follett,New American Library,2002,Fiction,"A story of passion and idealism, which describes a group of men and women in the Middle Ages whosedestinies are fatefully linked with the building of a cathedral.",http://images.amazon.com/images/P/0451207149.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451207149.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451207149.01.LZZZZZZZ.jpg
1885,0425187713,"The Magical Worlds of the Lord of the Rings: The Amazing Myths, Legends, and Facts Behind the Masterpiece",David Colbert,Berkley Publishing Group,2002,Fiction,"Offers information about Tolkien's realm of Middle-Earth and its inhabitants, including details on characters, mythology, origins, and cultures.",http://images.amazon.com/images/P/0425187713.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425187713.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425187713.01.LZZZZZZZ.jpg
1886,0345396707,"The Waterborn (Chosen of the Changeling, Book 1)",J. GREGORY KEYES,Del Rey,1997,Fiction,"When her favorite cousin disappears, Hezhi, an exotic princess whose blood bears the seeds of the River God's magic, embarks on a dangerous quest to find the truth, a search that leads her to Perkar, a chieftain's son who has sworn to destroy the dreaded River God. Reprint.",http://images.amazon.com/images/P/0345396707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345396707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345396707.01.LZZZZZZZ.jpg
1887,0571197515,"Tom Stoppard: Plays 5 : Aracadia, The Real Thing, Night &amp; Day, Indian Ink, Hapgood",Tom Stoppard,Faber &amp; Faber,2000,Drama,"Plays Five: Arcadia The Real Thing Night & Day Indian Ink Hapgood This fifth collection of Tom Stoppard's plays brings together five classic plays by one of the most celebrated dramatists writing in the English language. Arcadia received the Evening Standard, the Oliver, and the Critics Awards and The Real Thing won a Tony Award.",http://images.amazon.com/images/P/0571197515.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0571197515.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0571197515.01.LZZZZZZZ.jpg
1888,0385504217,The Da Vinci Code,Dan Brown,Doubleday Books,2003,Fiction,"MORE THAN 80 MILLION COPIES SOLD Nominated as one of America’s best-loved novels by PBS’s The Great American Read While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body covered in baffling symbols. As Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles, they are stunned to discover a trail of clues hidden in the works of Leonardo da Vinci—clues visible for all to see and yet ingeniously disguised by the painter. Even more startling, the late curator was involved in the Priory of Sion—a secret society whose members included Sir Isaac Newton, Victor Hugo, and Da Vinci—and he guarded a breathtaking historical secret. Unless Langdon and Neveu can decipher the labyrinthine puzzle—while avoiding the faceless adversary who shadows their every move—the explosive, ancient truth will be lost forever.",http://images.amazon.com/images/P/0385504217.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385504217.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385504217.01.LZZZZZZZ.jpg
1889,0843946806,Sweet Revenge,Lynsay Sands,Leisure Books,2000,Fiction,"On the way to her wedding, Kyla is kidnapped and forced to marry Galen, leader of the MacDonald clan. But what begins as an act of revenge ends in true love.",http://images.amazon.com/images/P/0843946806.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843946806.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843946806.01.LZZZZZZZ.jpg
1890,0425099997,The Psychology of Winning,Denis E. Waitley,Berkley Publishing Group,1992,Psychology,"""A heavyweight amoung motivational writers.""?Charles Paul conn, author of An Uncommon Freedom.",http://images.amazon.com/images/P/0425099997.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425099997.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425099997.01.LZZZZZZZ.jpg
1891,0441010288,The Lost Years of Merlin,T. A. Barron,Ace,2002,Fiction,"The first title in this bestselling series, now available in paperback, follows the adventures and training of young Merlin who is destined to become the greatest wizard of all time. Illustrations. Copyright © Libri GmbH. All rights reserved.",http://images.amazon.com/images/P/0441010288.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441010288.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441010288.01.LZZZZZZZ.jpg
1892,0452156610,Sleeping Beauty Novels,A. N. Roquelaure,Plume Books,1999,Fiction,"Celebrate the daring gifts of Anne Rice, writing as A. N. Roquelaure, with this beautifully repackaged boxed set of the three erotic novels in her acclaimed Sleeping Beauty trilogy.",http://images.amazon.com/images/P/0452156610.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452156610.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452156610.01.LZZZZZZZ.jpg
1893,0385239548,Trail of Tears: The Rise and Fall of the Cherokee Nation,John Ehle,Anchor,1989,History,"Recounts the many broken U.S. treaties with the Cherokees, describes how they were forced to leave their lands in Tennessee, Georgia, and North Carolina, and looks at the hardships they faced on the trail west.",http://images.amazon.com/images/P/0385239548.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385239548.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385239548.01.LZZZZZZZ.jpg
1894,0590428888,"Blubberina (Bad News Ballet, No 5)",Jahnna N. Malcolm,Scholastic Paperbacks (Mm),1989,Ballet,"Because of her plumpness, Gwen is not allowed to go up on pointe and the Bunheads have begun calling her ""Blubberina,"" so the girls mobilize to help Gwen lose that extra weight and get her toe shoes.",http://images.amazon.com/images/P/0590428888.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590428888.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590428888.01.LZZZZZZZ.jpg
1895,0140186123,Collected Short Stories (Penguin Twentieth Century Classics),Graham Greene,Penguin Books,1987,Fiction,"Affairs, obsessions, ardours, fantasy, myth, legend and dream, fear, pity and violence - this magnificant collection of stories illuminates all corners of the human experience. Previously published in three volumes - ""May We Borrow Your Husband?,"" ""A Sense of Reality"" and ""Twenty-One Stories"" - these thirty-seven stories reveal Graham Greene in a range of contrasting moods, sometimes cynical and witty, sometimes searching and philosophical. Each one confirms V.S. Pritchett's statement that Greene is 'a master of storytelling'.",http://images.amazon.com/images/P/0140186123.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140186123.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140186123.01.LZZZZZZZ.jpg
1896,0802133304,Nova Express,William S. Burroughs,Grove Press,1992,Fiction,Nova Express takes William S. Burroughs's nightmarish future one step beyond The Soft Machine. The diabolical Nova criminals have gained control and plan on wreaking untold destruction. It's up to Inspector Lee of the Nova Police to attack and dismantle the word-and-imagery machine of these control addicts” before it's too late.,http://images.amazon.com/images/P/0802133304.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802133304.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802133304.01.LZZZZZZZ.jpg
1897,0452277248,Man Crazy,Joyce Carol Oates,Plume Books,1998,Fiction,Follows a young woman from her early life on the run with her mother to her involvement with a cult and her struggle to free herself of its influence over her,http://images.amazon.com/images/P/0452277248.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452277248.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452277248.01.LZZZZZZZ.jpg
1898,0375724427,The Stories of John Cheever,John Cheever,Vintage Books USA,2000,United States,"A collection of sixty-one of Cheever's short stories, including four that have never been published in book form.",http://images.amazon.com/images/P/0375724427.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375724427.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375724427.01.LZZZZZZZ.jpg
1899,0393316025,The Doctor Is Sick,Anthony Burgess,W. W. Norton &amp; Company,1997,Fiction,"Dr. Edwin Spindrift, a linguist, decides to escape from the hospital the night before his brain tumor surgery is scheduled and discovers a world of people exists outside his universe of words",http://images.amazon.com/images/P/0393316025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393316025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393316025.01.LZZZZZZZ.jpg
1900,0802151809,"Sexus (Rosy Crucifixion, Book One)",Henry Miller,Grove Press,1987,Fiction,"The first novel of Miller's frank, autobiographical trilogy uses dream, fantasy, and burlesque to portray the life of a struggling writer in preWorld War I New York",http://images.amazon.com/images/P/0802151809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802151809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802151809.01.LZZZZZZZ.jpg
1901,0156013037,The Tale of the Unknown Island,Jose Saramago,Harvest Books,2000,Fiction,"A moving and eloquent fable from the 1998 winner of the Nobel Prize for Literature offers a unique blend of love and philosophy as a man petitions a boat from the king, finds a crew to volunteer, and sets sail. Reprint. 25,000 first printing.",http://images.amazon.com/images/P/0156013037.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156013037.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156013037.01.LZZZZZZZ.jpg
1902,0141439904,The Aspern Papers and the Turn of the Screw (Penguin Classics),Henry James,Penguin Books,2003,Fiction,"A literary historian develops a scheme to gain possession of love letters written by an American poet, and a governess tries to protect the two young children in her care from the ghosts she believes are haunting them.",http://images.amazon.com/images/P/0141439904.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141439904.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141439904.01.LZZZZZZZ.jpg
1903,0141439807,Mansfield Park (Penguin Classics),Jane Austen,Penguin Books,2003,Fiction,"The private and social worlds of three families are revealed through the experiences of the heroine, Fanny Price.",http://images.amazon.com/images/P/0141439807.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0141439807.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0141439807.01.LZZZZZZZ.jpg
1904,0140441220,"Iphigenia, Phaedra, Athaliah (Penguin Classics)",Jean Baptiste Racine,Penguin Books,1964,Drama,"Strongly influenced by Classical drama, Jean Racine (1639–99) broke away from the grandiose theatricality of baroque drama to create works of intense psychological realism, with characters manipulated by cruel and vengeful gods. Iphigenia depicts a princess’s absolute submission to her father’s will, despite his determination to sacrifice her to gain divine favour before going to war. Described by Voltaire as ‘the masterpiece of the human mind’, Phaedra shows a woman’s struggle to overcome her overwhelming passion for her stepson – an obsession that brings destruction to a noble family. And Athaliah portrays a ruthless pagan queen, who defies Jehovah in her desperate attempt to keep the throne of Jerusalem from its legitimate heir.",http://images.amazon.com/images/P/0140441220.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140441220.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140441220.01.LZZZZZZZ.jpg
1905,0060541830,Congo,Michael Crichton,Avon Books,2003,Fiction,"Armed with the latest gifts of advanced technology, a California scientist, a ruthless corporation agent, and a mercenary hunter face the dangers of the Congo jungle in search of the diamonds of the lost city of Zinj. Reprint.",http://images.amazon.com/images/P/0060541830.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060541830.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060541830.01.LZZZZZZZ.jpg
1906,0374528535,"Get Out of My Life, but First Could You Drive Me &amp; Cheryl to the Mall: A Parent's Guide to the New Teenager, Revised and Updated",Anthony E. Wolf,Farrar Straus &amp; Giroux,2002,Family & Relationships,"A lighthearted but insightful guide to raising adolescent children shows parents how to deal with teenagers living in a faster-paced, less morally certain world than the one they knew. Original. 50,000 first printing.",http://images.amazon.com/images/P/0374528535.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0374528535.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0374528535.01.LZZZZZZZ.jpg
1907,0156002086,This Is the Way the World Ends,James Morrow,Harcourt,1995,Fiction,"George Paxton was an ordinary man until something extraordinary happened--nuclear holocaust. Now George Paxton is about to discover what happens after the end of the world. ""Astute, highly engaging, and finally moving"".--Los Angeles Times.",http://images.amazon.com/images/P/0156002086.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156002086.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156002086.01.LZZZZZZZ.jpg
1908,1888996285,To America with Love: Letters from the Underground,Anita Hoffman,Red Hen Press,2000,Biography & Autobiography,"The author and her husband, noted activist Abbie Hoffman, share the letters they exchanged in 1974 and 1975 while Abbie was in hiding to avoid imprisonment.",http://images.amazon.com/images/P/1888996285.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1888996285.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1888996285.01.LZZZZZZZ.jpg
1909,0440237971,Midnight Predator,AMELIA ATWATER-RHODES,Laurel Leaf,2003,Juvenile Fiction,"Turquoise Draka, a mercenary trained to fight vampires, witches, and shape-shifters, infiltrates a vampire stronghold. But ghosts from her past and new possibilities for her future distract her from the work at hand. An ALA Quick Pick.",http://images.amazon.com/images/P/0440237971.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440237971.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440237971.01.LZZZZZZZ.jpg
1910,0767915305,The Sex Lives of Cannibals : Adrift in the Equatorial Pacific,J. MAARTEN TROOST,Broadway,2004,Social Science,"The author discusses his two-year stay on a remote South Pacific island, a place where he anticipated a romantic paradise but instead experienced humorous misadventures and a host of environmental challenges.",http://images.amazon.com/images/P/0767915305.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767915305.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767915305.01.LZZZZZZZ.jpg
1911,1893007162,Alcoholics Anonymous: The Story of How Many Thousands of Men and Women Have Recovered from Alcoholism,Not Applicable (Na ),Alcoholics Anonymous World Services,2002,Self-Help,"Alcoholics Anonymous (also known as the Big Book in recovery circles) sets forth cornerstone concepts of recovery from alcoholism and tells the stories of men and women who have overcome the disease. The fourth edition includes twenty-four new stories that provide contemporary sharing for newcomers seeking recovery from alcoholism in A.A. during the early years of the 21st century. Sixteen stories are retained from the third edition, including the ""Pioneers of A.A."" section, which helps the reader remain linked to A.A.'s historic roots, and shows how early members applied this simple but profound program that helps alcoholics get sober today. Approximately 21 million copies of the first three editions of ""Alcoholics Anonymous"" have been distributed. It is expected that the new fourth edition will play its part in passing on A.A.'s basic message of recovery. This fourth edition has been approved by the General Service Conference of Alcoholics Anonymous, in the hope that many more may be led toward recovery by reading its explanation of the A.A. program and its varied examples of personal experiences which demonstrate that the A.A. program works.",http://images.amazon.com/images/P/1893007162.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1893007162.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1893007162.01.LZZZZZZZ.jpg
1912,0140283331,Lord of the Flies (Penguin Great Books of the 20th Century),William Golding,Penguin Books,1999,Fiction,The classic study of human nature which depicts the degeneration of a group of schoolboys marooned on a desert island,http://images.amazon.com/images/P/0140283331.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140283331.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140283331.01.LZZZZZZZ.jpg
1913,0312861435,The Memory of Whiteness,Kim Stanley Robinson,Orb Books,1996,Fiction,"In the year 3229 AD, when the best and sometimes only means of communication is through music, Johannes Wright, master Musician, and his friends and enemies journey toward an understanding of the Universe",http://images.amazon.com/images/P/0312861435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312861435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312861435.01.LZZZZZZZ.jpg
1914,140003471X,Chronicle of a Death Foretold,GABRIEL GARCIA MARQUEZ,Vintage,2003,Fiction,"The Nobel laureate weaves a story of a fantastic wedding, the return of the bride to her parents, her brothers' resolve to murder her corruptor, and the townspeoples' refusal to depart from routine.",http://images.amazon.com/images/P/140003471X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/140003471X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/140003471X.01.LZZZZZZZ.jpg
1915,0425183033,Cloak and Dagger (Tom Clancy's Net Force),Tom Clancy,Berkley Publishing Group,2003,Juvenile Fiction,"Net Force Explorer Daniel Sanchez finds himself in a wealth of trouble when a game of hide-and-seek on the Web leads to a breach of confidential Net Force files involving the CIA, forcing the Explorers to find the real culprit and clear Daniel's name. Original.",http://images.amazon.com/images/P/0425183033.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425183033.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425183033.01.LZZZZZZZ.jpg
1916,0393322572,The Feminine Mystique,Betty Friedan,W.W. Norton &amp; Company,2001,Social Science,"Released for the first time in paperback, this landmark social and political volume on feminism is credited with being responsible for raising awareness, liberating both sexes, and triggering major advances in the feminist movement. Reprint.",http://images.amazon.com/images/P/0393322572.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0393322572.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0393322572.01.LZZZZZZZ.jpg
1917,0380732025,Killing Time (Inspector Bill Slider Mysteries),Cynthia Harrod-Eagles,Avon,1999,Fiction,"When a male erotic dancer who asked him for help is killed, Slider probes the victim's sordid career amid seedy nightclubs, prostitutes, and unconventional cabinet ministers, and he links the killing to that of a popular constable. Reprint. PW. K. NYT.",http://images.amazon.com/images/P/0380732025.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380732025.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380732025.01.LZZZZZZZ.jpg
1918,0060987464,The Long Hard Road Out of Hell,Marilyn Manson,Regan Books,1999,Biography & Autobiography,"The best-selling autobiography of America’s most controversial celebrity icon, Marilyn Manson (with a bonus chapter not in the hardcover). In his twenty-nine years, rock idol Manson has experienced more than most people have (or would want to) in a lifetime. Now, in his shocking and candid memoir, he takes readers from backstage to gaol cells, from recording studios to emergency rooms, from the pit of despair to the top of the charts, and recounts his metamorphosis from a frightened Christian schoolboy into the most feared and revered music superstar in the country. Illustrated with dozens of exclusive photographs and featuring a behind-the-scenes account of his headline-grabbing Dead to the World tour.",http://images.amazon.com/images/P/0060987464.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987464.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987464.01.LZZZZZZZ.jpg
1919,0674673778,Playing in the Dark : Whiteness and the Literary Imagination,Toni Morrison,Harvard University Press,1992,Literary Criticism,"Examines the effect of a racially divided society on ninteenth century American writings, and discusses works by Poe, Hawthorne, Melville, and Twain",http://images.amazon.com/images/P/0674673778.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0674673778.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0674673778.01.LZZZZZZZ.jpg
1920,0140449280,The Last Days of Socrates (Penguin Classics),Plato,Penguin Books,2003,Fiction,"Chronicling the life and death of the father of western philosophy, and charting his influence on the most influential ancient Greek philosophers, Plato's The Last Days of Socrates is translated from the Greek by Hugh Tredennick, revised with an introduction and notes by Harold Tarrant in Penguin Classics. The trial and condemnation of Socrates on charges of heresy and corrupting young minds is a defining moment in the history of Classical Athens. In tracing these events through four dialogues, Plato also developed his own philosophy, based on Socrates' manifesto for a life guided by self-responsibility. Euthyphro finds Socrates outside the court-house, debating the nature of piety, while the Apology is his robust rebuttal of the charges of impiety and a defence of the philosopher's life. In the Crito, while awaiting execution in prison, Socrates counters the arguments of friends urging him to escape. Finally, in the Phaedo, he is shown calmly confident in the face of death, skilfully arguing the case for the immortality of the soul. Hugh Tredennick's landmark 1954 translation has been revised by Harold Tarrant, reflecting changes in Platonic studies, with an introduction and expanded introductions to each of the four dialogues. Plato (c.427-347 BC) stands with Socrates and Aristotle as one of the shapers of the whole intellectual tradition of the West. He founded the Academy in Athens, the first permanent institution devoted to philosophical research and teaching, and the prototype of all Western universities. If you enjoyed The Last Days of Socrates, you might like Plato's The Symposium, also available in Penguin Classics.",http://images.amazon.com/images/P/0140449280.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140449280.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140449280.01.LZZZZZZZ.jpg
1921,185984054X,The Missionary Position: Mother Teresa in Theory and Practice,Christopher Hitchens,Verso,1997,Biography & Autobiography,"Explores the work of Mother Teresa, questioning her association with corrupt and cruel leaders and discussing the way wealthy western society promotes her as a celebrity",http://images.amazon.com/images/P/185984054X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/185984054X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/185984054X.01.LZZZZZZZ.jpg
1922,019423035X,"The Hound of the Baskervilles (Oxford Bookworms Library, Level 4)",Jennifer Bassett,Oxford University Press,2004,Fiction,"Dartmoor. A wild, wet place in the Southwest of England. A place where it is easy to get lost, and to fall into the soft green earth which can pull the strongest man down to his death. A man is running for his life. Behind him comes an enormous dog - a dog from his worst dreams, a dog from hell. Between him and a terrible death stands only one person - the greatest detective of all time, Sherlock Holmes.",http://images.amazon.com/images/P/019423035X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/019423035X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/019423035X.01.LZZZZZZZ.jpg
1923,0385335105,Aches &amp; Pains,MAEVE BINCHY,Delacorte Press,2000,Humor,"Takes a humorous view of medical care, hospital stays, and convalescence.",http://images.amazon.com/images/P/0385335105.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385335105.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385335105.01.LZZZZZZZ.jpg
1924,0751533114,The Waiting Sands,Susan Howatch,Little Brown UK Ltd,2003,Fiction,"Dearest Raye,' Decima had written...'I'm writing to ask if you can possibly come up to Ruthven for a few days. My twenty-first birthday falls next Sunday, and it would be such a relief if you could stay until after the celebration dinner party which Charles is giving for me on Saturday night. Please come, Raye. I may be behaving very stupidly by panicking like this, but I would feel so much less frightened if I knew you were beside me at Ruthven till after midnight on Saturday...' Dependable Rachel Lord hasn't heard from her friend Decima for over two years when out of the blue she is invited to Ruthven, the fairy tale Scottish castle that Decima will inherit on her coming of age. Her arrival is met with relief by Decima who is convinced her husband, Charles, means her harm. Is Decima in her right mind? Or is Rachel being duped by her worldlier friend? As the eve of the 21st birthday celebration approaches, a shocking event leaves Rachel in no doubt.",http://images.amazon.com/images/P/0751533114.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0751533114.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0751533114.01.LZZZZZZZ.jpg
1925,0965762645,"Reefer Madness - Sex, Drugs, and Cheap Labor in the American Black Market",Eric Schlosser,Houghton Mifflin,2003,Black market,"Reports on America's ""shadow"" economy of illegal drugs, pornography, and illegal migrant workers, arguing that these underground industries continue to grow with government intervention.",http://images.amazon.com/images/P/0965762645.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0965762645.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0965762645.01.LZZZZZZZ.jpg
1926,0375701893,Tell Me How Long the Train's Been Gone,JAMES BALDWIN,Vintage,1998,Fiction,"Leo Proudhammer, an African American actor, reminisces about his past life and loves, while lying in the hospital, recovering from a heart attack",http://images.amazon.com/images/P/0375701893.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375701893.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375701893.01.LZZZZZZZ.jpg
1927,0060539259,The Outsider,Richard A. Wright,Perennial,2003,Fiction,"Cross Damon, trapped within his own blackness, flees from Chicago's South Side to Harlem, where he joins the Communist Party.",http://images.amazon.com/images/P/0060539259.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060539259.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060539259.01.LZZZZZZZ.jpg
1928,0679762701,Art &amp; Lies: A Piece for Three Voices and a Bawd (Vintage International),Jeanette Winterson,Vintage Books USA,1996,Fiction,"On a high-speed train hurtling through the near future, three passengers come together--Handel, an ex-priest-turned-surgeon whose humanity is sacrificed to intellect; Picasso, an outcast woman comforted only by her painting; and Sappho, the lesbian poet. Reprint. 25,000 first printing.",http://images.amazon.com/images/P/0679762701.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679762701.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679762701.01.LZZZZZZZ.jpg
